Tools,Port 0x01: BrainLAB Y Junction  s/n:38220010,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,Port 0x03: BrainLAB Black Probe  s/n:38220401,Frame,Time [sec],Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283754,1727255262.568430382,1,OK,0.9573320,-0.0381248,-0.1896216,0.2147221,-149.397,-19.401,-2148.359,0.1428646,3,OK,-149.456,-19.475,-2148.380,OK,-205.381,-91.761,-2168.745,OK,-235.172,-15.543,-2198.606,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283754,1727255262.568430382,1,OK,0.0229820,-0.1871282,0.0209294,0.9818436,128.032,196.852,-2024.805,0.4017749,3,OK,127.728,196.721,-2024.883,OK,219.135,148.836,-2000.357,OK,144.767,102.031,-2019.410,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283754,1727255262.568430382,1,OK,0.4044902,0.4733163,0.4184055,-0.6612838,16.914,16.209,-2059.357,0.1766448,3,OK,-212.263,138.409,-2008.560,OK,-88.705,69.132,-2026.332,OK,-175.669,114.045,-1997.192
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283757,1727255262.618430382,1,OK,0.9573020,-0.0372384,-0.1898633,0.2147979,-149.439,-19.411,-2148.332,0.1495749,3,OK,-149.475,-19.458,-2148.345,OK,-205.415,-91.762,-2168.869,OK,-235.200,-15.537,-2198.569,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283757,1727255262.618430382,1,OK,0.0229492,-0.1873577,0.0214495,0.9817894,128.012,196.863,-2024.858,0.4014897,3,OK,127.704,196.736,-2024.937,OK,219.105,148.861,-2000.317,OK,144.730,102.042,-2019.357,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283757,1727255262.618430382,1,OK,0.4044796,0.4733413,0.4183421,-0.6613124,16.904,16.213,-2059.289,0.1921034,3,OK,-212.268,138.453,-2008.535,OK,-88.709,69.152,-2026.282,OK,-175.667,114.066,-1997.108
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283760,1727255262.668430386,1,OK,0.9572820,-0.0376409,-0.1898650,0.2148153,-149.419,-19.404,-2148.281,0.1429993,3,OK,-149.458,-19.472,-2148.292,OK,-205.377,-91.761,-2168.760,OK,-235.193,-15.540,-2198.553,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283760,1727255262.668430386,1,OK,0.0230217,-0.1877669,0.0213089,0.9817125,128.043,196.864,-2024.909,0.4048160,3,OK,127.729,196.748,-2024.991,OK,219.108,148.839,-2000.306,OK,144.760,102.038,-2019.419,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283760,1727255262.668430386,1,OK,0.4043187,0.4733282,0.4186356,-0.6612345,16.894,16.229,-2059.412,0.1625813,3,OK,-212.268,138.390,-2008.467,OK,-88.718,69.131,-2026.322,OK,-175.680,114.039,-1997.178
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283763,1727255262.718430386,1,OK,0.9573858,-0.0370453,-0.1894746,0.2148011,-149.386,-19.413,-2148.355,0.1629666,3,OK,-149.452,-19.467,-2148.384,OK,-205.373,-91.753,-2168.857,OK,-235.167,-15.532,-2198.504,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283763,1727255262.718430386,1,OK,0.0229897,-0.1881841,0.0213425,0.9816327,128.056,196.864,-2024.945,0.4024652,3,OK,127.740,196.746,-2025.028,OK,219.118,148.854,-2000.257,OK,144.763,102.036,-2019.434,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283763,1727255262.718430386,1,OK,0.4045336,0.4731566,0.4184205,-0.6613619,16.907,16.207,-2059.346,0.1707989,3,OK,-212.272,138.382,-2008.509,OK,-88.717,69.124,-2026.300,OK,-175.671,114.029,-1997.162
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283766,1727255262.768430386,1,OK,0.9573601,-0.0377269,-0.1895583,0.2147232,-149.429,-19.409,-2148.329,0.1445321,3,OK,-149.485,-19.474,-2148.351,OK,-205.418,-91.764,-2168.756,OK,-235.211,-15.534,-2198.542,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283766,1727255262.768430386,1,OK,0.0229579,-0.1876088,0.0217191,0.9817353,128.014,196.854,-2024.974,0.4045270,3,OK,127.704,196.722,-2025.055,OK,219.099,148.857,-2000.360,OK,144.713,102.039,-2019.416,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283766,1727255262.768430386,1,OK,0.4047978,0.4737644,0.4183729,-0.6607951,16.924,16.216,-2059.154,0.1629382,3,OK,-212.364,138.295,-2008.595,OK,-88.778,69.090,-2026.236,OK,-175.772,113.948,-1997.230
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283769,1727255262.818430386,1,OK,0.9573559,-0.0371884,-0.1896847,0.2147240,-149.391,-19.425,-2148.331,0.1465252,3,OK,-149.437,-19.474,-2148.349,OK,-205.381,-91.771,-2168.847,OK,-235.166,-15.527,-2198.534,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283769,1727255262.818430386,1,OK,0.0229842,-0.1872482,0.0218522,0.9818006,128.043,196.843,-2024.873,0.4045435,3,OK,127.730,196.728,-2024.954,OK,219.124,148.830,-2000.319,OK,144.755,102.020,-2019.300,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283769,1727255262.818430386,1,OK,0.4046514,0.4731851,0.4184089,-0.6612769,16.923,16.192,-2059.272,0.2062600,3,OK,-212.293,138.337,-2008.537,OK,-88.723,69.096,-2026.270,OK,-175.683,113.961,-1997.071
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283772,1727255262.868430386,1,OK,0.9573126,-0.0375391,-0.1897617,0.2147881,-149.400,-19.400,-2148.330,0.1421891,3,OK,-149.442,-19.457,-2148.345,OK,-205.376,-91.760,-2168.811,OK,-235.172,-15.530,-2198.571,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283772,1727255262.868430386,1,OK,0.0229482,-0.1886027,0.0214071,0.9815519,128.070,196.869,-2024.976,0.4155011,3,OK,127.740,196.754,-2025.063,OK,219.120,148.856,-2000.201,OK,144.787,102.052,-2019.433,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283772,1727255262.868430386,1,OK,0.4044949,0.4731100,0.4186311,-0.6612858,16.908,16.209,-2059.349,0.2140168,3,OK,-212.292,138.321,-2008.475,OK,-88.717,69.090,-2026.288,OK,-175.690,113.949,-1997.022
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283775,1727255262.918430386,1,OK,0.9573157,-0.0374917,-0.1897905,0.2147569,-149.422,-19.419,-2148.321,0.1472353,3,OK,-149.459,-19.478,-2148.333,OK,-205.400,-91.766,-2168.814,OK,-235.195,-15.546,-2198.565,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283775,1727255262.918430386,1,OK,0.0229850,-0.1876200,0.0215390,0.9817365,128.035,196.864,-2024.917,0.4096171,3,OK,127.713,196.747,-2025.001,OK,219.120,148.848,-2000.317,OK,144.746,102.044,-2019.390,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283775,1727255262.918430386,1,OK,0.4049645,0.4726743,0.4179026,-0.6617705,16.921,16.157,-2059.139,0.2073936,3,OK,-212.262,138.399,-2008.516,OK,-88.715,69.129,-2026.181,OK,-175.649,114.043,-1997.023
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283778,1727255262.968430386,1,OK,0.9573511,-0.0377010,-0.1895907,0.2147391,-149.427,-19.399,-2148.323,0.1491567,3,OK,-149.488,-19.468,-2148.347,OK,-205.410,-91.750,-2168.757,OK,-235.205,-15.527,-2198.539,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283778,1727255262.968430386,1,OK,0.0229334,-0.1871487,0.0217187,0.9818237,128.007,196.854,-2024.898,0.4057096,3,OK,127.693,196.735,-2024.979,OK,219.105,148.850,-2000.373,OK,144.730,102.035,-2019.353,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283778,1727255262.968430386,1,OK,0.4043890,0.4737455,0.4188314,-0.6607685,16.913,16.250,-2059.280,0.1577979,3,OK,-212.338,138.298,-2008.429,OK,-88.749,69.091,-2026.234,OK,-175.735,113.937,-1997.126
3,Port 0x01: BrainLAB Y Junction  s/n:38220010,1391283781,1727255263.018430386,1,OK,0.9573842,-0.0373834,-0.1894453,0.2147754,-149.369,-19.412,-2148.307,0.1632615,3,OK,-149.449,-19.475,-2148.343,OK,-205.355,-91.755,-2168.760,OK,-235.143,-15.537,-2198.467,Port 0x02: BrainLAB T Junction  s/n:3B21FC02,1391283781,1727255263.018430386,1,OK,0.0229939,-0.1881089,0.0214628,0.9816444,128.072,196.869,-2024.959,0.4109046,3,OK,127.749,196.751,-2025.043,OK,219.132,148.850,-2000.275,OK,144.783,102.049,-2019.427,Port 0x03: BrainLAB Black Probe  s/n:38220401,1391283781,1727255263.018430386,1,OK,0.4045237,0.4731359,0.4187605,-0.6611676,16.907,16.231,-2059.425,0.1803910,3,OK,-212.325,138.268,-2008.494,OK,-88.733,69.075,-2026.339,OK,-175.715,113.922,-1997.141
